,text,label
1621,"As I usually do not start learning until a short time before an á
examination		 I once made up my mind to try to work for a longer á
time. But once again I did not do it - and got a bad mark.",anger
1622,"A friend told me about his cousin who is my girlfriend. He said á
she had treated him in a mean and nasty way. I was surprised á
because in front of other people she had always treated him in a á
friendly way. I am very sad about it.",sadness
1623,"I went out with my sister	 her boyfriend and his friend. I did á
not like this young man. But suddenly he overcame me and kissed á
me. He was very strong so that I could not defend myself.",disgust
1624,"During the oral part of my final examination I made a mistake in á
speaking so that all the teachers laughed at me.",shame
1625,"There was a time when I did not get on well with my sister. I á
always grumbled at her and said bad things about her to my á
mother. So my mother always scolded her.",guilt
1626,When I passed my final examination at school.,joy
1627,"When I was on a cave excursion with friends	 I suddenly lost them á
and was afraid of losing my way in the cave.",fear
1628,When I felt being treated unjustly by a teacher.,anger
1629,"When my grandmother died; I had a stronger relation to her than á
to my mother.",sadness
1630,When I was molested by an old drunk man.,disgust
1631,When I had a Latin examination in school.,shame
1632,When I had drunk too much and nearly got an alcohol poisoning.,guilt
1633,"When I met my girlfriend again in another town after a long á
separation.",joy
1634,"When I went home alone early in the morning	 I had to go through á
a wood.",fear
1635,"A friend was unpunctual	 we wanted to prepare ourselves for an á
examination.",anger
1636,When my grandparents moved to another part of the town.,sadness
1637,"At the butcher's I saw an animal which had just been slaughtered; á
blood was dripping on the floor.",disgust
1638,"In school I was very bad in running long distances and my á
class-mates laughed at me for this reason.",shame
1639,"I had to take care of my little brother. When I met a friend I á
did not pay attention to him for a certain time and he was hurt á
while he was playing.",guilt
1640,"On my birthday	 an old friend of mine sent me a card. I had not á
met him for a year and I was very glad that he had thought of me.",joy
1641,"Once I spent a night with a friend at the secondary school. We á
told each other horror stories and suddenly we heard uncanny á
noises. I was terribly frightened.",fear
1642,"When we still attended school	 my brother and I usually went to á
see our aunt and to show her our term's report. She rewarded us á
with money. Although my reports were as good as my brother's	 he á
got more money.",anger
1643,"My friend was pregnant	 but lost her child during the second á
month. I went to see her at hospital - she was crying. I felt á
very sorry for her.",sadness
1644,"When I attended school	 our class visited an institution for á
mentally and physically handicapped persons. Although I tried to á
control my feelings	 I was disgusted.",disgust
1645,"After a party I spent the night with a friend. We both were á
drunk	 the morning was disillusioning. A friend was me leaving á
the room and I felt shabby and immoral.",shame
1646,"I had to take care of a neighbour's child. I did not look after á
it all the time and the child fell down and was hurt. I felt á
guilty.",guilt
1647,"A very good friend of mine had been away for three months. When á
we met again	 we ran up to each other and embraced.",joy
1648,"One evening my father told me to go into the cellar and get him a á
beer. I was terribly frightened at the idea of a man sitting in á
the cellar and assaulting me. For my defence I took an empty á
bottle with me.",fear
1649,"I had stolen a bottle of rum from a person who knows me well. He á
threatened to call the police if I did not pay 500 Shillings.",anger
1650,"When my uncle died I saw a funeral for the first time. All people á
stood around the open grave and cried.",sadness
1651,"At a party I met a girl who drew me to her	 told me some nonsense á
and always wanted to kiss me.",disgust
1652,"I put my head into the pullover of a girl to see her breasts. The á
girl looked at me so that I felt ashamed.",shame
1653,"My uncle had promised to buy me a bicycle. As time went by and I á
had not received it yet	 I asked my father to buy it for me. á
Later I heard that my uncle had wanted to offer me the bicycle on á
my birthday two weeks later.",guilt
1654,"Several days after my final examination at school	 I was sitting á
in an airplane on my way to Greece. I enjoyed that moment very á
much.",joy
1655,"One night I was lying in my bed awake but I had my eyes closed. I á
saw figures with terrible faces and black frocks bending over me á
and touching me. I opened my eyes but I could still see them. I á
had the feeling that somebody was in the room. It was terrible. á
Only when I turned on the light I was able to go to sleep.",fear
1656,"I had arranged with a friend to go with him to Carinthia by car. á
We had arranged a place where to meet. I was a bit late and my á
friend had left already. I had no money to go by train. I nearly á
started to cry because I was so angry - it was very important for á
me to go to Carinthia.",anger
1657,"Our dog had to be shot because he had killed a roe. I liked him á
very much and so I could not resign myself to that. I hated the á
hunter who shot him.",sadness
1658,"I was sitting in a station-hall and watching a lavatory á
attendant. She was very dirty. She started to eat something out á
of a dirty cup - it must have been something like lard. Then she á
took some breadcrumbs out of the pockets of her apron and ate á
them. I had to leave - I felt like vomitting. ",disgust
1659,"I had to go to the doctor's because of a veneral disease. I told á
the doctor that I must have been infected by my boy-friend. This á
was not true	 but I was ashamed to tell the truth.",shame
1660,"When we were playing	 I hurt my little sister	 but towards my á
mother I did not admit that it was my fault.",guilt
1661,"My neighbour was not able to set his car in motion because it had á
snowed heavily. I helped him - he was thankful and invited me.",joy
1662,"I was skiing with friends and they wanted to ski-jump. I did not á
want to be left behind	 so I braced myself and followed them.",fear
1663,"At an examination I got a bad mark just because of a small á
mistake. When I went to the lector and wanted to talk about that	 á
he did not listen to me but sent me away.",anger
1664,"My cut was run over by a car. After searching for a long time I á
found her lying in a kerb. I was rather shocked and angry with á
the driver.",sadness
1665,"When I watched a report about El Salvador on TV	 I saw people who á
had been murdered by terrible methods.",disgust
1666,"At a cross-country race I wanted to take a short-cut (which is á
not allowed). I was caught and disqualified. All my friends had á
observed that.",shame
1667,"During a discussion I reacted very aggressively and so I made it á
impossible to continue discussing.",guilt
1668,"On my birthday I got a present that I had desired for a long á
time.",joy
1669,"When I am discussing something with a person and I realize that á
the other person is thinking over her own argumentations instead á
of listening	 I become angry.",anger
1670,"When we were on holidays my girl-friend had to leave me after 4 á
weeks and I had to stay in Turkey for some more weeks because I á
had a job there.",sadness
1671,"I studied medicine for several semesters. I was always disgusted á
when we had the dissecting-course. I cannot understand why some á
persons like this course.",disgust
1672,"Some time ago we had a tournament in our tennis-club. For á
tactical reasons I was chosen to play against a much weaker á
player than I am. Although it would have been enough simply to á
win the game	 I defeated him extremely. This would not have been á
necessary.",shame
1673,"I had a discussion with my girl-friend. After some time we á
started to quarrel and at least - to get the upper hand - I said á
that she was not as important to me as she might believe. Some á
time later I apologized for that.",guilt
1674,"On New Year's Eve I went in a disco with friends. I amused myself á
and got to know many other people.",joy
1675,"I had to go to the dentist's. When he touched my tooth with his á
drill	 I was terribly aftaid of the pain I would feel any moment.",fear
1676,"I was very hungry and just wanted to start eating when a friend á
called me who usually talks for a long time. I was angry because á
I was prevented from eating.",anger
1677,"My sister	 whom I like very much	 asked me for a favour which I á
refused her for some flimsy reason. Some time later I felt sorry á
for that and something like sadness.",sadness
1678,"On my way to a concert I went with a man who tried to molest me. á
At that moment I did not care much but now the impression fills á
me with disgust.",disgust
1679,"I asked my friend to come with me to a disco because I wanted to á
be with a person I know well. But when I amused myself with á
others I let my friend sit alone	 although I had asked her to á
come.",shame
1680,"I called my little sister to make her pick up her toy from the á
floor. When she still refused after I had asked her for the á
fourth time	 we began to quarrel. At last the whole family was á
involved in this quarrel and trouble was brewing.",guilt
1681,"I had a singing-lesson	 but I was not very good. The last á
exercise was singing scales. I did that very well and my teacher á
seemed satisfied.",joy
1682,"A teacher wanted to instill a certain opinion and a certain á
behaviour into myself	 what I refused. I was afraid when I saw á
him.",fear
1683,"A friend had promised to call me at a certain time. I expected á
his call impatiently but in vain.",anger
1684,"Years ago on Christmas Eve I felt very sad because I realized for á
the first time how I missed my father who had died at Christmas á
Years ago.",sadness
1685,A man whom I like	 was drunk and tried to molest me.,disgust
1686,"It was the time when everybody spoke about and discussed á
Hainburg. I was also asked for my opinion. I was ashamed because á
I had no firm view of the whole thing and therefor was not able á
to join the conversation.",shame
1687,"I was on a concert-tour and therefor seperated from my á
boy-friend. But I needed warmth which was given by a male member á
of the orchestra. My feelings towards him were not very deep	 but á
his feelings were. I felt guilty when he said ""I am not a á
radiator"".

",guilt
1688,"On my 18th birthday I passed the driving-test. I was glad because á
I had had to study very much	 because I had been lucky and á
because - as a proof that it was really difficult - not everybody á
had passed the test.",joy
1689,"At about midnight I had to go by bike through Graz alone. On the á
whole it was a distance of several kilometers. A car followed me á
through the streets. Only when I went into a one-way street the á
car disappeared. The rest of my way home I was very afraid.",fear
1690,"I had studied for almost one week for my physics-examination. á
With difficulty I passed the examn. I was angry about the teacher á
and also about myself because I had not remembered enough during á
the examn and because the time that I spent studying was wasted.",anger
1691,"I had cared for a horse for 2 years. One day it was sold and I á
cried for several days because I was so sad.",sadness
1692,"A friend of mine was telling jokes which I felt to be very á
disgusting	 especially because I was eating.",disgust
1693,"At a carneval-party I smooched with a man - some days later I was á
rather ashamed for that.",shame
1694,"By fun I had a tussle with my sister. Suddenly I obviously hurt á
her unintentionally - and she ran out of the room	 crying.",guilt
1695,"During my first week in Graz I met a girl who I had got to know á
in the train from Amsterdam to Graz. Although I had considered á
her very sympathetic	 we had seperated without changing our á
adresses.",joy
1696,"Many years ago I saw the film ""Psycho"" by Hitchcock for the first á
time. When I saw the film I was alone and afterwards I hardly á
dared to go to bed and hardly was able to sleep.",fear
1697,"I had got a bad cold. My father said I must be crazy to go by á
motorbike at those temperatures. When I answered him that I did á
not care about a cold	 he said that if I did not care for á
anything I could leave him (it was for the second time he said á
something like that).",anger
1698,"I was at home alone when I realized that a young roe approached á
our house. I hid because I did not want to frighten it. It á
limped. Some time later	 when I thought that it had already run á
away	 I saw it lying on our terrace. I came nearer and saw that á
it was terribly wounded. I informed the ranger who said that the á
roe must have been attacked by dogs. He had to shoot it.",sadness
1699,"Several years ago I stayed with friends in the mountains for one á
week. We lived in a hut and had to cook for ourselves. One day my á
friend did not succeed in preparing spaghetti. That dinner was á
terrible - nevertheless we all ate rather much and had an á
improper and unsavoury conversation.",disgust
1700,"My mother and my grandmother were talking about one of my á
grandmother's friends whom I hardly know. I gave some deprecatory á
comments on him whereupon my grandmother told me that the man had á
died recently.",shame
1701,"When I still went to primary-school	 I went on a ski-trip with my á
family. After skiing we went to a restaurant for lunch. Suddenly á
my father said that he had forgotten something in the car. He á
gave me the key and asked me to go and get it. I had difficulties á
with the key which was already bent. I asked my mother to help á
me. When she tried to turn the key it broke. We had no second á
key. My mother was blamed for all that and I did not say a word.",guilt
1702,"I had not studied very much for my final examination at school	 á
so I had to take an additional examination in French. The oral á
examination was not very hard for me - the more I was glad when I á
heard that I had passed it.",joy
1703,"When I was 8 years old my tonsils had to be operated on. This is á
not a complicated operation	 but just before it started I was á
very afraid so that I will never forget it.",fear
1704,"My parents are divorced	 father pays alimony for me. Two years á
ago my sister who lives with father	 suddenly asked mother for á
money. As she considered the amount of money my mother offered á
her too small	 she brought an action against mother. I was á
terribly angry with my sister.",anger
1705,"I arranged with a friend to go skating the next day. He asked me á
to wake him up by telephone at twelve o'clock because we had come á
home late in the morning. Next day I called him - he was not at á
home. As something like that had happened to me several times á
before	 I came to the conclusion that one cannot rely on anybody á
and I felt very sad.",sadness
1706,Whenever I see a spider or a snake I feel disgusted.,disgust
1707,"When I had slept with a boy for the first time I felt ashamed for á
three reasons. First	 because I was only 13 years old	 second	 á
because I did not really like him	 third	 because he had caught á
me napping.",shame
1708,"I had been together with my boy-friend for two and a half years	 á
when he got to know another girl and not even tried to conceal á
that from me. I drew my conclusions and left him - I also felt a á
bit guilty for what had happened.",guilt
1709,"My boy-friend told me that he would take me to the training of á
the life-saving dogs.",joy
1710,"I was in a dark cellar and saw a glowing red point. I thought á
that it was a person with a cigarette - but it was only the red á
switch.",fear
1711,"A man treated his dog very badly - he insulted and beated him á
until the dog kept lying on the floor with his tail drawn in.",anger
1712,A horse which I had liked very much was taken away.,sadness
1713,"On TV I saw a report about church in Amerika. A priest was shown á
who was performing miracles in front of the camera - I felt á
disgusted.",disgust
1714,"When I was a child	 my uncle came to see us. I spit at him and á
ran out - I do not know the reason for that. My father came after á
me and insisted on my apologizing.",shame
1715,"I quarreled with my boy-friend. He said it was unfair that I á
always started crying so that he had to give in.",guilt
1716,"To be able to prepare myself better for an important examination	 á
I did not spend the nitht with my girl-friend but in the á
students' hostel. I had not done that for months. The day when I á
had the examn	 somebody knocked at my door at seven o'clock in á
the morning. My girl-friend who likes sleeping late	 had come to á
be able to be with me.",joy
1717,"I studied medicine for several semesters and at that time I á
developed a great fear of examinations. I was most afraid of my á
examination of anatomy. While other students were examined	 I was á
dissecting. I was able to hear everything and was waiting with á
fear until it was my turn.",fear
1718,"When I come home in the evening	 the first thing I do is to sit á
down and smoke a cigarette. One day I found the flat in a totally á
desolate state. My girl-friend had wanted to tidy up but had not á
finished.",anger
1719,"My son's mother told me that she wanted to move to Vienna and á
take the child with her. This means a rather long distance for á
me. My whole family was sad and dumbfounded so that my own á
feelings were intensified.",sadness
1720,"When a very near person got into an awkward situation but showed á
only helplessness and indecision.",disgust
1721,"I spent an evening with my girl-friend. When we wanted to go to á
bed I was totally drunk. Next morning I felt rather ashamed.",shame
1722,"I threw away an object	 which belonged to a friend	 because I did á
not know what to do with it. My friend was very sad about that á
and I felt guilty.",guilt
1723,After a long time I saw my boy-friend again. ,joy
1724,My first public appearance in front of a rathe big audience.,fear
1725,"I was angry about how the government acted concerning Hainburg	 á
especially when I saw a discussion about it on TV.",anger
1726,Death of my father; he died of laryngeal cancer.,sadness
1727,When I got indecent offers.,disgust
1728,"When I bought new skis; I was ashamed to tell the assistant that á
I am not good at skiing and therefor bought racing skis.",shame
1729,"My schoolmates were teasing a pupil who was not able to defend á
himself very well; I should have taken his part.",guilt
1730,"I thought that I had failed an examination	 but when I was á
informed about the mark	 I saw that I had passed it.",joy
1731,"Before an examination: I had the fealing that I had not learned á
enough.",fear
1732,"Once when I was playing table tennis I was already sure that I á
would win 	 but at last I lost the game.",anger
1733,My grandfather's funeral.,sadness
1734,"In cinema I saw a film which showed how a person was torn out his á
guts when he was still alive.",disgust
1735,"I was sitting in a restaurant with friends. They asked me á
something which they thought I should know. Actually I know it	 á
but at that time I was not able to remember it.",shame
1736,"I had an appointment with a friend. I promised him to meet with á
him	 but at last I did not without having informed him.",guilt
1737,"When I had a psychical crisis	 I met a girl	 who told me that she á
had had almost the same problems and how she had finally overcome á
them.",joy
1738,"I had climbed on a cherry tree alone and there was a thick á
caterpillar beside my fingers. I feel disgusted by caterpillars á
and snakes. I was terribly afraid of the caterpillar crawling on á
my fingers. Out of the fear I was almost unable to climb down.",fear
1739,"A friend of mine told other people that I was a slattern (because á
of an occurence that had happened some time ago). When I heard á
about that I was very angry.",anger
1740,"My grandfather was seriously ill	 he had only a few days left to á
live. I had always loved him	 but never told him. When I saw him á
for the last time	 I had the feeling that I had omitted so many á
things I could not do again. - There was a fly sitting on his á
forehead and he was too weak to drive it away. I was very sad á
when I saw that.",sadness
1741,"Normally my father never tells vulgar jokes	 we do not speak á
about sexual things	 too. But once he told such a vulgar joke	 á
that I was really disgusted. He did not tell me	 but some of his á
friends	 but I was present.",disgust
1742,"When I was 6 or 7 years old	 I pulled down the trousers of a á
friend because I wanted to know what she looked like. My mother á
watched that and (as a punishment) sent me into the house. We á
never spoke about that; I think it was as embarassing for her as á
it was for me. ",shame
1743,"When I told my boy-friend	 who loved me very much	 that I wanted á
to put an end to our relationship. a long time before I told him á
that and also a long time after that I felt guilty	 because I had á
hurt him so much.",guilt
1744,"Unexpectedly I met some persons who I like very much. á
Spontaneously they invited me and integrated me within their á
group	 although it was late in the evening.",joy
1745,"After a footballmatch I went home by car	 a friend drove. I did á
not realize that he was drunk until we were in the car. He was á
madly racing. Several times we were in dangerous situations and I á
told him to be cautious	 but he did not care.",fear
1746,"A friend of mine uses butter instead of oil when he is cooking. I á
am always angry about that	 because it is an unnecessary luxury. á
Recently we both were cooking and he wanted to use butter again. á
When I had already put the oil into the pan	 he poured it out á
again and put the butter into the pan.",anger
1747,"After some friends had come to see me. They had stayed for á
several days and we had got on very well. When they had left	 I á
had a feeling of emptyness.",sadness
1748,"I had a quarrel with a friend who lived with me in the same flat. á
He moved out. Before he went he invited me and some friends for a á
drink. At last he was totally drunk and smelled disgusting. á
Besides	 he told lies about us and behaved as if he was to be á
pitied.",disgust
1749,"I went to see a friend. There were other people	 too	 and á
everybody brought some present. I was the onlyone who brought á
nothing. My friend was very hospitable and did not show anything á
- although I knew how he felt.",shame
1750,"With a group of handicapped people we went to a party. When we á
wanted to leave we were not able to find one of these people. I á
had told his mother that we would leave at 4.30 p.m.	 actually it á
was planned for 3.30 p.m. Therefore there was a delay.",guilt
1751,"I had a quarrel with my fiancT. When he admitted his fault	 á
everything was allright. It was then for the first time that he á
surprised me with coffee and cake and a bunch of flowers.",joy
1752,"After my boy-friend had beaten me for the first time	 I always á
trembled when somebody knocked on my door or when I heard steps á
coming nearer.",fear
1753,"I had not eaten anything for 2 days to be able to pay the fine á
for my fiancT. But he stayed in another town and spent one á
thousand shillings in the restaurant during the same time.",anger
1754,I had to give up my love	 because it did not work out well.,sadness
1755,I was insulted without a reason by a drunk man.,disgust
1756,"My boyfriend had drunk too much and beaten me. When I had to show á
the letter the door	 which was almost crashed	 I felt ashamed.",shame
1757,"I spied on my fiancT and was terribly jealous. Later I saw that á
there was no reason for that.",guilt
1758,"My sister had a daughter. I saw the baby for the first time á
through a pane of glass and she looked at me.",joy
1759,"My mother	 my sister and I were sitting in the sitting room and á
watching a film on TV. My father came home drunk and told us to á
turn off. When we did not do that he switched off the fuse and á
started shouting. We were sitting in the dark and I was afraid á
that he would do us a harm.",fear
1760,"I bought an aquarium which made me much pleasure. I was watching á
the fish when my father came in and asked me how much I had payed á
for it. He said he would not pay for the current that it would á
require.",anger
1761,"When I was 9 years old	 I got a cat	 but after 3 days he died. I á
was very sad	 because I had nursed him and taken him to the á
veterinary's - but in vain. Although I had had him only for a á
short time I had liked him very much.",sadness
1762,"When my grandmother was about 80 years old	 she lived with us for á
several years. I saw her illness. I did not even want to breath á
the air that smelled of her presence.",disgust
1763,"I am left-handed. When I attended the first form	 we learned to á
write with pens. I smeared everything I had written. All my á
friends had written well and wanted to know why the teacher was á
looking at my note-book. I was ashamed.",shame
1764,"When I was 4	 we spent our holidays at the seaside. My sister and á
her friend wanted to go to a bay on an undangerous way. I wanted á
to arrive before them and went on a shorter	 but more dangerous á
way. When I arrived	 I found nobody there. I waited for a long á
time	 but nobody came. On my way back I met my mother who had á
been searching for me desperatly. She did not scold me	 but I saw á
how much she had worried (herself).",guilt
1765,"When I was 17	 I had a mystic vision. I melted into a dazzling á
light	 which omitted perfect love. The physical experience became á
unimportant	 I heard or saw the words ""overcome egotism"". The á
feeling of joy remained for month after that experience.",joy
1766,"When we had swimming instruction	 we had to take a header from á
the springboard. I usually refused to do that	 but at least I was á
forced to.",fear
1767,"When I played in a chess championship	 I was disturbed by other á
people. I asked them to be quiet	 but in vain.",anger
1768,When my flute-teacher was replaced by a new one.,sadness
1769,"When I was a child	 I was sometimes forced to eat things that á
disgusted me.",disgust
1770,"When I was 12 years old	 some friends of our family had come to á
watch TV. I lay on the floor and moved my pelvis. When the other á
people had gone	 my mother told me that it had looked as if I had á
wanted to make sex.",shame
1771,"When I shirked the gymnastic lesson I met the director of our á
school who asked me what I was doing.",guilt
1772,"When I was in a situation which seemed hopeless for me	 I moved á
back to my parents. For my father it went without saying anything á
(normally he ofter grumbles at me).",joy
1773,"I lived in a flat with a couple. The woman was so jealous of me	 á
that she sometimes had crying fits. Eventually her husband could á
not stand that any more and wanted to kill me.",fear
1774,"I have a very big family. At my grandmother's funeral we all met á
and everybody pretended mourning. In reality it was like a á
fashion-show: everybody wanted to show himself.",anger
1775,Often a dog which is treated very badly by his owner comes to us.,sadness
1776,"After a pleasant evening with friends in my flat	 one of them did á
not want to leave	 because he wanted to sleep with me. He said á
that he had fallen in love with me	 that he felt alone and so on.",disgust
1777,"I look up to my Karate-teacher. When I came to a training lesson á
after I had not trained for one week	 I was totally stiff. I was á
ashamed.",shame
1778,"My sisters asked me to fetch them at a discotheque which is 5 km á
off. There was a thick fog and snowfall. There was not enough á
room in the car for all of them and they asked me to go there á
once again. When I did not do that they had a way to make me feel á
guilty.",guilt
1779,"When I heard that I had passed my final examination at school á
(with success).",joy
1780,Before my final examination.,fear
1781,When my mother kept me in leading-strings.,anger
1782,When my father died.,sadness
1783,When I worked at the life-saving sevice and saw the first exitus.,disgust
1784,When I made a fool at an examination.,shame
1785,"When I had wrongly explained someone an important exemple for an á
examination.",guilt
1786,"Last year I went to see friends in Yugoslavia - two girls with á
whom I get along very well.",joy
1787,"Before I went to the urologist's I was afraid for several á
reasons: because it was for the first time	 because the medical á
check-up might be painful	 because of the uncertainty and because á
someone had informed me about it.",fear
1788,"My girl-friend did not understand me; I was angry with myself á
because I had problems when we seperated - I could not resign á
myself to it.",anger
1789,A friend who was 22 years old died.,sadness
1790,"When I was in the army	 we got a certain dish for dinner that I á
do not like at all. We were not obliged to eat	 but I was very á
hungry.",disgust
1791,I had to pay a fine because of speeding.,shame
1792,"A friend who was 22 years old	 died of leukemia; I had not known á
that he was so ill and therefore had not cared.",guilt
1793,When we got a young dog.,joy
1794,I was afraid before I went to the doctor's.,fear
1795,I had an accident with damage to the car body.,anger
1796,My dog died of a cerebral tumor.,sadness
1797,"When I worked at the life-saving service I was disgusted by a á
patient whose outward appearance was distasteful.",disgust
1798,"When I was a child	 I had a medical check-up. I had to undress á
myself and was examined by several doctors.",shame
1799,"When a classmate wanted to sit down	 I pulled his chair away	 so á
that he was slightly injured.",guilt
1800,"When I heard that a good friend	 who had been abroad for a long á
time	 would come and see me.",joy
1801,"When I had my first oral examination after a long time; á
especially one day before the examination when I had the feeling á
that I had not studied enough and had not enough time to make up á
for it.",fear
1802,"I heard friends grumbling at me in an adjoining room	 although á
they had behaved in a friendly way when I was present.",anger
1803,When my brother died.,sadness
1804,"I read about a murderer who brutalized his victims by cutting á
open their stomaches and taking out their bowels.",disgust
1805,"When I was a child: I had told my mother a lie and she found it á
out.",shame
1806,"My father had been alone for a long time because my mother and á
sister were on holiday. I had not seen him for a long time and á
when I finally called him I realized that he had been very sad á
about that.",guilt
1807,I unexpectedly got a present from my father.,joy
1808,"When I had to go through lonely streets in the middle of the á
night.",fear
1809,"My boy-friend had promised me to come home at about 10 p.m. He á
did not return until midnight and had consumed a lot of alcohol.",anger
1810,A relative	 whom I like very much	 left for the United States.,sadness
1811,"When I was walking on the street	 I slipped on the dung of a dog. á
I did not fall down	 but I felt disgusted by the bad smell on my á
sole.",disgust
1812,"Some persons	 who are important for me	 came to see me and I had á
not washed the dishes.",shame
1813,"I was looking after my cousin's little daughter; she fell down	 á
was slightly injured and cried vociferously.",guilt
1814,"I met again a very good friend whom I had not seen for a long á
time.",joy
1815,"I got lost in a foreign town. I did not know the language of that á
country and it took me hours to meet my friends again.",fear
1816,"A friend had promised to get me a book which was very important á
for my work	 but she forgot it.",anger
1817,"My dog	 whom I had had for eleven years	 died. I watched his á
soporification.",sadness
1818,"A drunk man bumped into me and wanted to grip me. Fortunately I á
was able to break loose.",disgust
1819,"When I stayed on a nudism beach	 a man was watching me in a á
disagreeable way. I had the feeling that he was examining my á
body.",shame
1820,"I had a quarrel with my father. He was depressed	 because á
somebody had treated him injustly. As we had an argument	 it was á
impossible for me to help him.",guilt
1821,"My friend came to see me after she had stayed abroad. I waited at á
the station.",joy
1822,"After a motor accident (I was the frong-seat-passenger) I spit á
blood.",fear
1823,"At an office an application that I had made was turned down á
because of a scrupulous interpretation of the rules.",anger
1824,My uncle died - I felt sad at the funeral.,sadness
1825,"I saw a drunk man tottering behind his wife and insulting her á
awfully.",disgust
1826,"After an oral examination I shook the professor's hand	 but he á
had only stretched it out for my ball-point-pen.",shame
1827,I spread abroad an intimate secret.,guilt
1828,"I bought a Christmas present for my girl-friend. On my way home I á
was really glad about having found such a suitable thing.",joy
1829,"My fear appeared in the form of jealousy. I was afraid that my á
girl-friend had fallen in love with another man	 I was afraid to á
lose her.",fear
1830,"I was angry when I watched a ski-race. All the Austrian skiers á
dropped out.",anger
1831,"During my holiday I met again a friend who had tried to commit á
suicide. She had just left hospital	 her lips were trembling	 she á
looked miserable.",sadness
1832,"On my way home in the middle of the night I saw a drunk man and a á
woman who were quarreling	 beating each other	 shouting and so á
on. I felt disgusted especially because they treated each other á
in such a degrading way.",disgust
1833,"My girl-friend and I live in one flat with another couple. We get á
along very well and usually we share everything. Once we two were á
sitting in our room and eating a cake when the others came in.",shame
1834,"I was on a visit to friends who have a baby. The baby was crying á
in another room	 but soon it became quieter and it seemed that it á
would fall asleep. I went into the room where the baby was lying á
- and it started crying again.
",guilt
1835,"I went to fetch my girl-friend at the station. When the train á
arrived and I saw her descending and running up to me	 I felt á
glad.",joy
1836,"When I wanted to go into a house	 there was suddenly a big dog á
standing beside me. It was hardly moving	 but I did not know how á
it would react later on.",fear
1837,"My father had bought too many goods for his shop	 there was not á
enough space to store them.",anger
1838,A friend died of cancer when he was 18 years old.,sadness
1839,"At a party I saw two persons having a fight. The aggressions and á
the hate between these persons produced an unpleasant impression á
on me.",disgust
1840,"During a discussion I said something rather stupid and á
unnecessary.",shame
1841,"When I was driving my car	 I wanted to pick something from the á
floor of the car and drove into the guide-rail. I thought that I á
should not have done that and felt guilty.",guilt
1842,"On my birthday a friend came to see me unexpectedly and brought á
me flowers. I usually do not see her very often.",joy
1843,"I was awakened by a dream in the middle of the night. I dreamt á
that a stranger was in my house.",fear
1844,"My boy-friend had promised me to come an 10 a.m. - he was 3 hours á
late.",anger
1845,When I heard about a murder of a 16-year-old girl.,disgust
1846,"When I broke the piggy bank of my brother and my mother á
discovered that.",shame
1847,"I was sitting in a restaurant with friends and I knew that in the á
meantime my girl-friend must have come to my flat and found the á
door closed.",guilt
1848,"After I had been away for a long time a friend told me that I had á
passed all my written examinations.",joy
1849,"Recently my younger brother disappeared for two days without á
leaving a trace. Usually he tells me when he wants to do á
something like that	 therefore I was afraid that something had á
happened to him.",fear
1850,"I played chess with my 12-year-old brother. I made a stupid á
mistake - and he won!",anger
1851,"It was only once that I really felt sad: at my grandfather's á
funeral (after a long time of suffering he had died of cancer).",sadness
1852,"3 years ago I served in the army. Once a collegue denounced me á
because of a delict	 which is usually committed. I was arrested á
for 3 days. I still detest this man.",disgust
1853,"Once I went home totally drunk and roused all our neighbours from á
sleep.",shame
1854,"When I was in the puberty I smashed the favourite toy of my á
little brother because of a fit of rage.",guilt
1855,"After I had had a disappointment in my private life	 my friend	 á
who studies in Vienna	 came to see me spontaneously.",joy
1856,Before an oral examination - which I did not take eventually.,fear
1857,"A friend had promised me to give me a lift to Graz. To be sure I á
called her before we went. She told me that she had just promised á
another person to give him a lift.",anger
1858,I am sad because some relations to friends are not very good.,sadness
1859,"I think I have hardly had a situation where I felt disgusted. á
Perhaps once	 when I saw a big spider.",disgust
1860,When my boy-friend left me and I wanted to persuade him to stay.,shame
1861,"I promised my mother to come home on her birthday	 but at last I á
was prevented. Nevertheless it would have been possible to go but á
I did not.",guilt
1862,Seeing relations from overseas after a few years.,joy
1863,"Unknown person knocking repeatedly on backdoor when no one else á
was at home.",fear
1864,"Boyfriend ""chatting up"" another girl.",anger
1865,A friend breaking up with her boyfriend.,sadness
1866,"Accidentally seeing a friend in a compromising situation with a á
stranger.",disgust
1867,Parents finding out I smoked.,shame
1868,Not thanking relatives for a favor done.,guilt
1869,Emotional reassurances by spouse.,joy
1870,Movement in bush late at night while camping.,fear
1871,Heated discussion with spouse concerning new house.,anger
1872,Loss of close relative.,sadness
1873,The price I was charged for work on my car.,disgust
1874,Caused fault in V.C.R. by not following instructions carefully.,shame
1875,Losing my temper with my spouse.,guilt
1876,A night spent with a group of friends.,joy
1877,"A car came very close to hitting me whilst I was crossing the á
street.",fear
1878,"A friend whom I had gone out of my way to do something for did á
not bother to acknowledge my efforts	 and treated me badly á
thereafter.",anger
1879,"A girlfriend ended our relationship in an abrupt and unexpected á
manner.",sadness
1880,"A friend once reacted childishly (he is 23 yearrs old) to my not á
responding in his favour to a request	 that is: he asked me for á
some money I refused	 and his reaction was quite childish.",disgust
1881,"On one occasion whilst engaging in horseplay with my girlfriend	 á
I caused her to be physically harmed.",shame
1882,"I borrowed money from a friend and did not pay back the debt when á
I said I would.",guilt
